database_name,dataset,seed,identity_balanced_accuracy,aom_balanced_accuracy,identity_macro_f1,aom_macro_f1,identity_log_loss,aom_log_loss,identity_ece_10_equal_width,aom_ece_10_equal_width,identity_balanced_accuracy_unique_test_spectra,aom_balanced_accuracy_unique_test_spectra,identity_log_loss_unique_test_spectra,aom_log_loss_unique_test_spectra,identity_selected_k,aom_selected_k,identity_cv_balanced_log_loss,aom_cv_balanced_log_loss,aom_selected_operator,delta_balanced_accuracy,delta_log_loss
BEEF_Impurity,Beef_Impurity_60_AlJowder,1,0.9333333333333332,0.8666666666666666,0.9328671328671329,0.8736363636363637,1.1264287428890436,1.1635514284262911,0.5927030216927663,0.565580365578771,0.9333333333333332,0.8666666666666666,1.1264287428890436,1.1635514284262911,15,15,1.2093736490224447,1.1749681065643158,detrend_d2,-0.06666666666666665,0.03712268553724751
BEEF_Impurity,Beef_Impurity_60_AlJowder,2,0.9333333333333332,0.9333333333333332,0.9328671328671329,0.9328671328671329,1.1264287428890436,1.134512519832428,0.5927030216927663,0.595326454417673,0.9333333333333332,0.9333333333333332,1.1264287428890436,1.134512519832428,15,14,1.1896018129332124,1.1797101569023896,sg_smooth_w11_p2,0.0,0.008083776943384358
COFFEE_orig,CoffeeType_kenstone70_strat,0,0.9523809523809524,0.9523809523809524,0.9510204081632652,0.9510204081632652,1.4175028134557557,1.426546803251875,0.70731515982174,0.7084636219763787,0.9523809523809524,0.9523809523809524,1.4175028134557557,1.426546803251875,15,15,1.4453883109469934,1.4325473863147962,sg_smooth_w21_p3,0.0,0.009043989796119423
COFFEE_orig,CoffeeType_kenstone70_strat,1,0.9523809523809524,0.9523809523809524,0.9510204081632652,0.9510204081632652,1.4172401371828935,1.421424808894035,0.7073275264687001,0.7081544048546006,0.9523809523809524,0.9523809523809524,1.4172401371828935,1.421424808894035,14,14,1.4339530329832726,1.431084657968866,sg_smooth_w21_p3,0.0,0.004184671711141563
COFFEE_orig,CoffeeType_kenstone70_strat,2,0.9523809523809524,0.9523809523809524,0.9510204081632652,0.9510204081632652,1.4175028134557557,1.426546803251875,0.70731515982174,0.7084636219763787,0.9523809523809524,0.9523809523809524,1.4175028134557557,1.426546803251875,15,15,1.4397420622037238,1.4314233827017808,sg_smooth_w21_p3,0.0,0.009043989796119423
COFFEE_sp,Species_56_Bagnall,0,1.0,1.0,1.0,1.0,0.5251736919173396,0.5214534006901876,0.4079898329805147,0.4058025198845978,1.0,1.0,0.5251736919173396,0.5214534006901876,4,6,0.5289630674031692,0.5240961543366099,sg_d1_w11_p2,0.0,-0.003720291227152006
COFFEE_sp,Species_56_Bagnall,1,1.0,1.0,1.0,1.0,0.5239782044705348,0.5166115938989948,0.4073853002329887,0.4028856119235428,1.0,1.0,0.5239782044705348,0.5166115938989948,6,14,0.5262904936955126,0.5147964394358088,sg_smooth_w21_p3,0.0,-0.007366610571539978
COFFEE_sp,Species_56_Bagnall,2,1.0,1.0,1.0,1.0,0.5251736919173396,0.5164782946326053,0.4079898329805147,0.4027880646823471,1.0,1.0,0.5251736919173396,0.5164782946326053,4,15,0.528130084819243,0.5125102780615294,sg_smooth_w21_p3,0.0,-0.00869539728473434
Cassava,CT2C_1057_CIAT_Acc,0,0.5,0.4277777777777777,0.3888888888888888,0.3557863983119623,0.7146230536378995,0.7162365740267136,0.104275502630164,0.1717064176324302,0.5,0.4277777777777777,0.7146230536378995,0.7162365740267136,15,15,0.6490257836439328,0.6486144846609355,detrend_d1,-0.0722222222222223,0.001613520388814127
Cassava,CT2C_1057_CIAT_Acc,1,0.5,0.4277777777777777,0.3888888888888888,0.3557863983119623,0.7146230536378995,0.7162365740267136,0.104275502630164,0.1717064176324302,0.5,0.4277777777777777,0.7146230536378995,0.7162365740267136,15,15,0.6478845457128222,0.647346080845842,detrend_d1,-0.0722222222222223,0.001613520388814127
Cassava,CT2C_1057_CIAT_Acc,2,0.5,0.5277777777777778,0.3888888888888888,0.4052447552447552,0.7146230536378995,0.7153173071388224,0.104275502630164,0.0860392149374817,0.5,0.5277777777777778,0.7146230536378995,0.7153173071388224,15,15,0.6474712646993291,0.6456308154286685,sg_d1_w21_p3,0.02777777777777779,0.0006942535009228923
FruitPuree,Strawberry2C_983_Holland_Acc94.3,0,0.9547783039173484,0.9591261300043048,0.946362098138748,0.9497956985841436,0.5411097167400026,0.5346481132439967,0.3620330961449141,0.3618331700438494,0.9547783039173484,0.9591261300043048,0.5411097167400026,0.5346481132439967,15,15,0.5434051258257766,0.5381237120298106,fd_d1,0.004347826086956386,-0.0064616034960058855
FruitPuree,Strawberry2C_983_Holland_Acc94.3,1,0.9547783039173484,0.9591261300043048,0.946362098138748,0.9497956985841436,0.5411097167400026,0.5346481132439967,0.3620330961449141,0.3618331700438494,0.9547783039173484,0.9591261300043048,0.5411097167400026,0.5346481132439967,15,15,0.5420597162378245,0.5374231544216901,fd_d1,0.004347826086956386,-0.0064616034960058855
FruitPuree,Strawberry2C_983_Holland_Acc94.3,2,0.9547783039173484,0.9591261300043048,0.946362098138748,0.9497956985841436,0.5411097167400026,0.5346481132439967,0.3620330961449141,0.3618331700438494,0.9547783039173484,0.9591261300043048,0.5411097167400026,0.5346481132439967,15,15,0.5412552928576938,0.5369742421185439,fd_d1,0.004347826086956386,-0.0064616034960058855
MALARIA,Oocist2C_333_Maia_Acc87.6,0,0.5283018867924528,0.5471698113207547,0.5281339031339032,0.5445757250268529,0.6983736005898712,0.6920479790992973,0.0272520821026208,0.0330631140786912,0.5283018867924528,0.5471698113207547,0.6983736005898712,0.6920479790992973,15,15,0.5737935994696401,0.5556952324647616,sg_d1_w21_p3,0.018867924528301883,-0.006325621490573918
MALARIA,Oocist2C_333_Maia_Acc87.6,1,0.5188679245283019,0.5471698113207547,0.5188251001335114,0.5445757250268529,0.6970940345005152,0.6920479790992973,0.0593950585100552,0.0330631140786912,0.5188679245283019,0.5471698113207547,0.6970940345005152,0.6920479790992973,14,15,0.5790774906644567,0.5604346234532828,sg_d1_w21_p3,0.028301886792452824,-0.0050460554012179415
MALARIA,Oocist2C_333_Maia_Acc87.6,2,0.5283018867924528,0.5471698113207547,0.5281339031339032,0.5445757250268529,0.6983736005898712,0.6920479790992973,0.0272520821026208,0.0330631140786912,0.5283018867924528,0.5471698113207547,0.6983736005898712,0.6920479790992973,15,15,0.5752603872897779,0.5528482058409425,sg_d1_w21_p3,0.018867924528301883,-0.006325621490573918
MALARIA,Sporozoite2C_229_Maia_Acc94.5,0,0.594532279314888,0.4354413702239789,0.5265829209491182,0.4216101694915254,0.963158113938548,0.751309246797527,0.330401399255922,0.153151911207934,0.594532279314888,0.4354413702239789,0.963158113938548,0.751309246797527,14,15,0.5602238288094621,0.5391889927385353,sg_d1_w21_p3,-0.15909090909090906,-0.21184886714102102
MALARIA,Sporozoite2C_229_Maia_Acc94.5,1,0.594532279314888,0.5490777338603425,0.5265829209491182,0.4981403103757856,0.963158113938548,0.8494982000167551,0.330401399255922,0.2866018240780335,0.594532279314888,0.5490777338603425,0.963158113938548,0.8494982000167551,14,13,0.5688932642667146,0.5468643387665081,sg_d1_w21_p3,-0.045454545454545414,-0.11365991392179287
MALARIA,Sporozoite2C_229_Maia_Acc94.5,2,0.594532279314888,0.5490777338603425,0.5265829209491182,0.4981403103757856,0.9675834964529184,0.8886773354927868,0.3514106686277212,0.3281291680182495,0.594532279314888,0.5490777338603425,0.9675834964529184,0.8886773354927868,13,12,0.5654875178181228,0.5528461540189713,sg_d1_w21_p3,-0.045454545454545414,-0.07890616096013159
MILK,labels_kenstone70_strat,0,0.8444444444444446,0.837037037037037,0.8473596572719055,0.8360044521251417,1.8021053464517371,1.807177452947212,0.6743859475091589,0.6678643173058186,0.8444444444444446,0.837037037037037,1.8021053464517371,1.807177452947212,15,15,1.811149203309343,1.809591976762272,sg_smooth_w21_p3,-0.007407407407407529,0.0050721064954748485
MILK,labels_kenstone70_strat,1,0.8444444444444446,0.8444444444444446,0.8473596572719055,0.8473596572719055,1.8021053464517371,1.8021053464517371,0.6743859475091589,0.6743859475091589,0.8444444444444446,0.8444444444444446,1.8021053464517371,1.8021053464517371,15,15,1.808437222297298,1.808437222297298,identity,0.0,0.0
MILK,labels_kenstone70_strat,2,0.8444444444444446,0.8444444444444446,0.8473596572719055,0.8473596572719055,1.8021053464517371,1.8021053464517371,0.6743859475091589,0.6743859475091589,0.8444444444444446,0.8444444444444446,1.8021053464517371,1.8021053464517371,15,15,1.8131730345707853,1.8131730345707853,identity,0.0,0.0
PISTACIA,Species_code_grpStrat70_30_bySpecimen,0,0.6103537442949207,0.6245885291179409,0.5774482667804701,0.5892807221684679,1.3840870772300629,1.371938787677398,0.3500059584532409,0.3716492095403795,0.6103537442949207,0.6245885291179409,1.3840870772300629,1.371938787677398,15,15,1.2386019687411938,1.2181588959054364,detrend_d2,0.014234784823020208,-0.012148289552664782
PISTACIA,Species_code_grpStrat70_30_bySpecimen,1,0.6103537442949207,0.6245885291179409,0.5774482667804701,0.5892807221684679,1.3840870772300629,1.371938787677398,0.3500059584532409,0.3716492095403795,0.6103537442949207,0.6245885291179409,1.3840870772300629,1.371938787677398,15,15,1.239564400448319,1.2185723604721244,detrend_d2,0.014234784823020208,-0.012148289552664782
PISTACIA,Species_code_grpStrat70_30_bySpecimen,2,0.6103537442949207,0.6245885291179409,0.5774482667804701,0.5892807221684679,1.3840870772300629,1.371938787677398,0.3500059584532409,0.3716492095403795,0.6103537442949207,0.6245885291179409,1.3840870772300629,1.371938787677398,15,15,1.238423575082777,1.217762334210829,detrend_d2,0.014234784823020208,-0.012148289552664782
Wood_Sustainability,C2_511_Davrieux_Acc82,0,0.8837780898876404,0.8703476123595506,0.8903225806451613,0.8766129032258064,0.5901116921863351,0.5830420077037505,0.3293425939627616,0.3128881471270348,0.8837780898876404,0.8703476123595506,0.5901116921863351,0.5830420077037505,14,15,0.5817195928819303,0.5725602679643899,sg_d2_w11_p2,-0.01343047752808979,-0.007069684482584604
Wood_Sustainability,C2_511_Davrieux_Acc82,1,0.8737710674157304,0.8703476123595506,0.8823768823768824,0.8766129032258064,0.589865004105048,0.5830420077037505,0.3228683952701568,0.3128881471270348,0.8737710674157304,0.8703476123595506,0.589865004105048,0.5830420077037505,15,15,0.5827908625074963,0.5717192341450827,sg_d2_w11_p2,-0.0034234550561798027,-0.006822996401297576
Wood_Sustainability,C2_511_Davrieux_Acc82,2,0.8737710674157304,0.8703476123595506,0.8823768823768824,0.8766129032258064,0.589865004105048,0.5830420077037505,0.3228683952701568,0.3128881471270348,0.8737710674157304,0.8703476123595506,0.589865004105048,0.5830420077037505,15,15,0.5835665951416045,0.5744621293242874,sg_d2_w11_p2,-0.0034234550561798027,-0.006822996401297576
Wood_Sustainability,C5_511_Davrieux_Acc82,0,0.4697362778730703,0.5336251667619593,0.4213332580983415,0.4904118987559296,1.431574311402488,1.4085918945682565,0.2656515721320132,0.3287211180647827,0.4697362778730703,0.5336251667619593,1.431574311402488,1.4085918945682565,15,15,1.4600929257659496,1.4516956738676474,sg_d2_w11_p2,0.06388888888888894,-0.02298241683423141
Wood_Sustainability,C5_511_Davrieux_Acc82,1,0.4810570325900515,0.5336251667619593,0.4288615804744837,0.4904118987559296,1.4374803643929253,1.4085918945682565,0.2863067185455482,0.3287211180647827,0.4810570325900515,0.5336251667619593,1.4374803643929253,1.4085918945682565,14,15,1.471835398337949,1.4507358849796117,sg_d2_w11_p2,0.052568134171907754,-0.02888846982466875
Wood_Sustainability,C5_511_Davrieux_Acc82,2,0.4810570325900515,0.5377918334286258,0.4288615804744837,0.4955188603957593,1.4374803643929253,1.4123345588708898,0.2863067185455482,0.3365082536349666,0.4810570325900515,0.5377918334286258,1.4374803643929253,1.4123345588708898,14,14,1.4590742470224307,1.4473997729714942,sg_d2_w11_p2,0.056734800838574295,-0.02514580552203549
