aom_variant,n_datasets,TabPFN-Raw_n_pairs,TabPFN-Raw_median_ratio,TabPFN-Raw_mean_ratio,TabPFN-Raw_wins,TabPFN-Raw_losses,TabPFN-opt_n_pairs,TabPFN-opt_median_ratio,TabPFN-opt_mean_ratio,TabPFN-opt_wins,TabPFN-opt_losses,Catboost_n_pairs,Catboost_median_ratio,Catboost_mean_ratio,Catboost_wins,Catboost_losses,PLS_n_pairs,PLS_median_ratio,PLS_mean_ratio,PLS_wins,PLS_losses,Ridge_n_pairs,Ridge_median_ratio,Ridge_mean_ratio,Ridge_wins,Ridge_losses,CNN_n_pairs,CNN_median_ratio,CNN_mean_ratio,CNN_wins,CNN_losses
pipeline-msc-asls-osc1-default,57,57,1.4219046011393595,4.301303586744604,8,49,57,1.9257900931670906,5.38744644688335,10,47,56,1.4854234143291256,1.8838258401114614,9,47,54,1.5178254418956874,423453.2361407525,13,41,54,1.6121193029300163,423578.83569455374,11,43,51,1.3774141896710548,1.735951663535032,12,39
pipeline-msc-asls-osc2-compact,57,57,1.4168936449934515,4.2803038948038665,8,49,57,1.9260635327447604,5.347195079400262,10,47,56,1.484244029330724,1.8343358243250631,11,45,54,1.5057760943593324,425017.60434448335,11,43,54,1.6123439210131738,425143.6563514197,10,44,51,1.367432819287597,1.7334551754060317,13,38
pipeline-msc-asls-osc2-default,57,57,1.3883715323883148,4.267072411448791,8,49,57,1.9261896937960938,5.323481618348562,10,47,56,1.4830252164220863,1.8359677520399222,10,46,54,1.5079264250043054,425198.443672447,12,42,54,1.6122377018503984,425324.54671705194,11,43,51,1.370335046996189,1.73911527493672,13,38
pipeline-msc-asls-osc3-compact,57,57,1.4785405349027982,4.301572859367051,10,47,57,1.9261543459868011,5.387309649176281,10,47,56,1.4841566832598538,1.8498315863370647,10,46,54,1.5471915032146994,424961.94009918766,11,43,54,1.6103651834539208,425087.9746022948,10,44,51,1.377330133477167,1.7391681073223908,12,39
pipeline-msc-asls-osc3-default,57,57,1.4786424764595076,4.290186946095071,10,47,57,1.9262871493613838,5.371873154568434,10,47,56,1.4814175971585049,1.848788738006732,11,45,54,1.511028852128062,425212.46046988666,11,43,54,1.6103233615689891,425338.5654022585,10,44,51,1.3772910189011804,1.742666399029122,11,40
pipeline-msc-asls-x-compact,57,57,1.0550634259575293,1.810728129051452,19,38,57,1.2118041651258094,2.2037518882946276,8,49,56,1.0541647295659533,1.1573424258998657,20,36,54,1.0610778635128475,104802.63264659794,13,41,54,1.08635747464953,104833.74547347547,13,41,51,1.028809790125285,1.318351469654391,23,28
pipeline-msc-asls-x-default,57,57,1.0871200175158495,1.743544114627271,17,40,57,1.2533148722581988,2.1262375485302125,8,49,56,1.0591768483261244,1.151635590536141,19,37,54,1.0837129630255768,96576.65790702726,13,41,54,1.1213320313160358,96605.32811718983,9,45,51,1.0380178198055465,1.2989080709138838,20,31
pipeline-msc-x-osc1-compact,57,57,1.4073691751206225,4.319862847049354,12,45,57,1.8489308800571274,5.397692705773613,12,45,56,1.484830355097394,1.8439814515160304,13,43,54,1.4404386643359972,435260.8385533877,14,40,54,1.5320442478651506,435389.9229366475,12,42,51,1.3629214967222705,1.7268435979250913,11,40
pipeline-msc-x-osc1-default,57,57,1.4073691751206225,4.334009737352905,12,45,57,1.8489308800571274,5.424940799012961,11,46,56,1.4784916319163268,1.8628862529380041,12,44,54,1.4463533807977722,435260.8577668694,14,40,54,1.5384821547586762,435389.9462888214,12,42,51,1.347281396539689,1.725734935999072,11,40
pipeline-msc-x-osc2-compact,57,57,1.4567163499002047,4.308929676145997,12,45,57,1.8489308800571278,5.387014435855916,12,45,56,1.4769957748984928,1.8294733479703658,13,43,54,1.4330083788753272,435260.82934250956,14,40,54,1.5242346059822243,435389.9044348586,12,42,51,1.3474435497018644,1.720705167010165,11,40
pipeline-msc-x-osc2-default,57,57,1.4566223429702145,4.303117661725234,11,46,57,1.8489308800571278,5.380710261095305,13,44,56,1.477022278971385,1.8267507624041652,13,43,54,1.42260231512445,435260.82695262146,14,40,54,1.5133285412297237,435389.8989603211,12,42,51,1.345692349617053,1.7198788296509095,11,40
pipeline-msc-x-osc3-compact,57,57,1.4566374566486853,4.299900725746928,12,45,57,1.8533649098759866,5.378360389793702,11,46,56,1.4709959001690476,1.8265039102950915,13,43,54,1.4367175053316972,435260.82537391013,14,40,54,1.5281234812020705,435389.8952078101,12,42,51,1.3473705744772215,1.7215868781118489,11,40
pipeline-msc-x-osc3-default,57,57,1.4573098907300803,4.301649780959288,10,47,57,1.8533649098759866,5.382810805928844,11,46,56,1.4712246686132477,1.827906306434252,13,43,54,1.4366990043804702,435260.8296154323,14,40,54,1.5281208811941767,435389.8987874989,11,43,51,1.3439358910711061,1.7220405492948128,11,40
pipeline-msc-x-x-compact,57,57,1.095416885759721,3.975576645139624,18,39,57,1.2437762983334029,4.712681807190947,6,51,56,1.064735443342391,1.332155533043522,19,37,54,1.0576006615158193,477146.68804856023,15,39,54,1.0918518226170981,477288.2243524026,8,46,51,1.0154499863058999,1.431797070159617,22,29
pipeline-msc-x-x-default,57,57,1.08410095771342,3.941995421979048,19,38,57,1.2312147682149392,4.675476129612591,9,48,56,1.087496865252454,1.296122118977512,21,35,54,1.0612313276509076,477146.66003839264,15,39,54,1.1204158524942514,477288.19558995136,9,45,51,1.0887651870180184,1.3893242407478497,20,31
pipeline-snv-asls-osc1-compact,57,57,1.3995667205847593,3.907977218072226,8,49,57,1.9263514108105162,4.91587249757002,9,48,56,1.460675404312297,1.8195205996779984,7,49,54,1.4534456250843355,359478.7426559976,12,42,54,1.5426921642100004,359585.35835597455,10,44,51,1.3493295626530317,1.8118878165760948,12,39
pipeline-snv-asls-osc1-default,57,57,1.4205290355215805,3.918182427693686,7,50,57,1.9264243405355597,4.937494528487718,9,48,56,1.4532974851271372,1.857619419360206,9,47,54,1.4570050614963135,357558.3301456855,13,41,54,1.5493216136986674,357664.38795599056,11,43,51,1.3541701281572385,1.7948205841821605,11,40
pipeline-snv-asls-osc2-compact,57,57,1.3782210619152226,3.9270760982758643,7,50,57,1.9266904210986604,4.933491462313378,9,48,56,1.4625271316804542,1.8086661250473355,10,46,54,1.4536782070350789,364572.7548826969,11,43,54,1.5402420611179706,364680.88198125997,10,44,51,1.349329562653032,1.7845606870647426,12,39
pipeline-snv-asls-osc2-default,57,57,1.3837096883257667,3.918847932664285,7,50,57,1.9254632837314458,4.915269052560058,9,48,56,1.4561285380977311,1.8097459905211077,9,47,54,1.4584378202861137,365847.2614997189,12,42,54,1.5448866928660112,365955.7636293035,11,43,51,1.349329562653032,1.7879647864477577,12,39
pipeline-snv-asls-osc3-compact,57,57,1.4586899401469038,3.9479402246442064,9,48,57,1.9267794929018665,4.972799722830442,9,48,56,1.4773217230453406,1.823016366078489,9,47,54,1.4821604934834376,364610.8273846044,11,43,54,1.5459227077205953,364718.9652679518,10,44,51,1.3492690948382604,1.7911314367952975,11,40
pipeline-snv-asls-osc3-default,57,57,1.4582793107174745,3.9310282753673964,9,48,57,1.926920901002783,4.947354292067767,9,48,56,1.4735368848587842,1.8192210780793743,10,46,54,1.4572418161213008,365784.5400837785,11,43,54,1.544619390449693,365893.0188244604,10,44,51,1.348889267992739,1.7887955074820188,10,41
pipeline-snv-asls-x-compact,57,57,1.054669288943543,1.6766054317634569,21,36,57,1.223306032546878,2.0513101164217673,10,47,56,1.034906692638038,1.105774140250453,22,34,54,1.0494204354922965,89021.07848135692,15,39,54,1.0829339619975662,89047.51236354525,13,41,51,1.0374428834438079,1.2589898850105719,22,29
pipeline-snv-asls-x-default,57,57,1.0813400446419341,1.6873276325842577,18,39,57,1.2249531793156163,2.0626814410421623,7,50,56,1.0756336145885572,1.125039892766791,20,36,54,1.0786772684838362,89318.75139961175,12,42,54,1.1239125498171352,89345.2712619264,11,43,51,1.0578789219509879,1.3661060746379075,21,30
pipeline-snv-x-osc1-compact,57,57,1.4049405860160693,3.8836477193125956,11,46,57,1.8270887558640634,4.886568755373598,11,46,56,1.493875534461866,1.8333847124107276,11,45,54,1.443544715925519,357998.157969955,14,40,54,1.536748621094322,358104.32953109645,12,42,51,1.3627825960883861,1.8163489965503914,10,41
pipeline-snv-x-osc1-default,57,57,1.4049405860160693,3.8989547467824686,11,46,57,1.826952321481313,4.914917982496763,9,48,56,1.4943939830462694,1.8534930255904603,10,46,54,1.4463420115282979,357847.7207227579,14,40,54,1.5393250545931414,357953.8520693123,12,42,51,1.3629714925797674,1.822881590874291,10,41
pipeline-snv-x-osc2-compact,57,57,1.456793843334708,4.0332333368553845,11,46,57,1.8270146115909487,5.063030141083956,11,46,56,1.4946499206256556,1.8343816953525167,11,45,54,1.4347165406832794,384941.92203193874,14,40,54,1.5274791082411496,385056.074423103,12,42,51,1.3635891036788539,1.8347433102944661,10,41
pipeline-snv-x-osc2-default,57,57,1.457261292949415,4.028210150712615,10,47,57,1.8267957362179912,5.057462962805667,12,45,56,1.4926657743536664,1.8322163624341574,11,45,54,1.4245511714780117,384941.9204892134,14,40,54,1.5168210862012173,385056.06995737326,12,42,51,1.3479476148870075,1.8342910689316994,10,41
pipeline-snv-x-osc3-compact,57,57,1.4571677545744988,4.0262045442406125,11,46,57,1.8166069598020895,5.056176507489712,10,47,56,1.4904732557000782,1.8331089911542695,11,45,54,1.4383267934249229,384941.92563231516,14,40,54,1.5312486193655968,385056.07337613933,12,42,51,1.352520335449505,1.8336352155529467,10,41
pipeline-snv-x-osc3-default,57,57,1.4572194687362892,4.025629160922649,9,48,57,1.8166069598020895,5.056901830840865,10,47,56,1.4837546807576318,1.8303568564734716,11,45,54,1.4383134182762478,384941.92655059963,14,40,54,1.5312537187731214,385056.07380304416,12,42,51,1.3479089280375038,1.8292316701696034,10,41
pipeline-snv-x-x-compact,57,57,1.0750411807291882,2.765961122746061,20,37,57,1.2112352507813682,3.305667437222232,9,48,56,1.0329107283785883,1.1736735130147016,23,33,54,1.0437785517447957,279557.12196608365,16,38,54,1.0651840981088063,279640.0623138748,11,43,51,1.036380459259547,1.2977286935116594,23,28
pipeline-snv-x-x-default,57,57,1.048274521853137,2.788941278117038,22,35,57,1.2010455956978716,3.3320256167118263,9,48,56,1.0617936887732475,1.1784608117320252,21,35,54,1.0400093276528055,282625.6284841122,18,36,54,1.0919952939167556,282709.4826772102,12,42,51,1.0259734405673886,1.362253629680034,21,30
pipeline-x-asls-osc1-compact,57,57,1.4207128581098707,5.988389037557044,7,50,57,1.9142720152209416,7.4223769419912875,8,49,56,1.4227370157168324,2.129924271433659,11,45,54,1.4303074947798693,708119.6447127676,12,42,54,1.521636491036313,708329.6043449315,9,45,51,1.2658092199392068,2.080976576738816,6,45
pipeline-x-asls-osc1-default,57,57,1.4203155785431711,5.980016740142755,7,50,57,1.913613214266013,7.409895374394114,8,49,56,1.4230625878869323,2.1298433480538863,10,46,54,1.4248465722581245,707152.1069591312,12,42,54,1.5250473849533588,707361.7808963957,9,45,51,1.2648040189198653,2.0769408257900004,6,45
pipeline-x-asls-osc2-compact,57,57,1.423877340696898,5.980335428835116,8,49,57,1.9142794177461175,7.408446070897558,10,47,56,1.4218930536569057,2.1147061034177135,11,45,54,1.4288290018690484,708808.4182726342,12,42,54,1.5007519774803448,709018.5792218784,9,45,51,1.3063326475437735,2.0706256989010927,7,44
pipeline-x-asls-osc2-default,57,57,1.4240268987394378,5.987847512654955,7,50,57,1.9142645304527701,7.414502184498655,9,48,56,1.41889890099795,2.1236115838498515,12,44,54,1.4353188475626264,708690.2487723536,12,42,54,1.5023193856676738,708900.3811040013,10,44,51,1.2972641302281958,2.068197072491724,7,44
pipeline-x-asls-osc3-compact,57,57,1.4244651032199405,5.97900407610069,7,50,57,1.9117609218187597,7.407876035580997,8,49,56,1.4233122397637237,2.116888017079037,11,45,54,1.4512316377987886,708904.246742241,12,42,54,1.556251857336246,709114.4340352801,9,45,51,1.3084094829207618,2.074743898406348,6,45
pipeline-x-asls-osc3-default,57,57,1.4244438239184312,5.987089153753224,7,50,57,1.911747899759985,7.41171395565392,7,50,56,1.4207837897123206,2.1206539249850693,10,46,54,1.4527393482859752,709092.0611304336,12,42,54,1.5622006778176485,709302.3111811494,9,45,51,1.304491329273826,2.068944913932448,6,45
pipeline-x-asls-x-compact,57,57,1.0488235929080874,1.1471370264197642,26,31,57,1.159166662463444,1.4531751720142028,9,48,56,1.0293700642538208,1.0495987428365259,26,30,54,1.0540467040101278,1.147580297938216,18,36,54,1.0675530721528155,1.180911242015161,11,43,51,0.9874750198292874,1.2126273993481884,28,23
pipeline-x-asls-x-default,57,57,1.0761889725859848,1.1486174024934248,23,34,57,1.1776378662231723,1.4370350644656613,8,49,56,1.0694413210600955,1.053374360285845,22,34,54,1.0699205646146641,1.120436570249185,16,38,54,1.103951231478256,1.1628231359531813,7,47,51,1.015242896609699,1.2417406859786748,23,28
pipeline-x-x-osc1-compact,57,57,1.4649421472728927,6.228555650610086,5,52,57,1.8864458600408875,7.683467917965228,9,48,56,1.4915428755688394,2.175495331256299,9,47,54,1.5767369972867051,721416.7199268288,11,43,54,1.5738533000532127,721630.685641274,9,45,51,1.312396086446989,2.0706720946150154,4,47
pipeline-x-x-osc1-default,57,57,1.474044207688296,6.247090707286596,5,52,57,1.9202967993042805,7.705631840403546,9,48,56,1.4902645163364967,2.1988341577694244,9,47,54,1.5656751288822996,721416.7282698037,10,44,54,1.5571819193463559,721630.7032591508,9,45,51,1.3348172639456912,2.0754548988391988,4,47
pipeline-x-x-osc2-compact,57,57,1.470823397349495,6.1822172365322565,5,52,57,1.8864783548718633,7.641201212718864,9,48,56,1.4686605905847896,2.1635834036267627,9,47,54,1.593307436292618,721416.7072790766,11,43,54,1.5738569025182418,721630.6492310656,9,45,51,1.328473882919392,2.0694297173663303,5,46
pipeline-x-x-osc2-default,57,57,1.470823397349495,6.155869227519551,6,51,57,1.886974350124473,7.6050252220606405,9,48,56,1.4755131416902103,2.1618195224995223,10,46,54,1.569383674976439,721416.679348647,10,44,54,1.5595944713055094,721630.6132151767,9,45,51,1.298887875979022,2.070003609675325,5,46
pipeline-x-x-osc3-compact,57,57,1.4707892864258039,6.137628710372017,6,51,57,1.8858696926524758,7.600692401412518,9,48,56,1.4537886494143635,2.147195300777746,9,47,54,1.5594834900297587,721416.6893540479,11,43,54,1.5648335106257607,721630.608897972,9,45,51,1.336887853843766,2.062281406702237,5,46
pipeline-x-x-osc3-default,57,57,1.4707892864258039,6.123037291222143,6,51,57,1.8872963167976629,7.573226949814862,9,48,56,1.4482808205973892,2.1484983844418113,11,45,54,1.5195148434238503,721416.6618932696,11,43,54,1.5542041120326968,721630.580389868,9,45,51,1.292391787365797,2.0653361718102294,5,46
