task,model,mode,operator_index,operator,grid_index,hyperparameter,cv_rmse_mean
Corn_Oil_80_ZhengChenPelegYbaseSplit,Ridge,materialized,7,detrend_d2,10,0.0002757665476493616,0.08132915371994179
Corn_Oil_80_ZhengChenPelegYbaseSplit,Ridge,materialized,7,detrend_d2,11,0.00048466263747327796,0.0866304140793592
Corn_Oil_80_ZhengChenPelegYbaseSplit,Ridge,materialized,7,detrend_d2,12,0.000851799734829432,0.09210901941200103
Corn_Oil_80_ZhengChenPelegYbaseSplit,Ridge,materialized,7,detrend_d2,13,0.0014970470842112218,0.09829248626599588
Corn_Oil_80_ZhengChenPelegYbaseSplit,Ridge,materialized,7,detrend_d2,14,0.002631076156409108,0.10600262763267605
Corn_Oil_80_ZhengChenPelegYbaseSplit,Ridge,materialized,7,detrend_d2,15,0.0046241442996911184,0.11599094633919471
Corn_Oil_80_ZhengChenPelegYbaseSplit,Ridge,materialized,7,detrend_d2,16,0.008126982737568858,0.12806962018575502
Corn_Oil_80_ZhengChenPelegYbaseSplit,Ridge,materialized,7,detrend_d2,17,0.01428325850928876,0.1406868649307052
Corn_Oil_80_ZhengChenPelegYbaseSplit,Ridge,materialized,7,detrend_d2,18,0.025102978587622577,0.1518181900312634
Corn_Oil_80_ZhengChenPelegYbaseSplit,Ridge,materialized,7,detrend_d2,19,0.044118751583249044,0.16025301695830793
Corn_Oil_80_ZhengChenPelegYbaseSplit,Ridge,materialized,7,detrend_d2,20,0.07753917466288941,0.1659275844260321
Corn_Oil_80_ZhengChenPelegYbaseSplit,Ridge,materialized,7,detrend_d2,21,0.13627592331249944,0.16943076792001568
Corn_Oil_80_ZhengChenPelegYbaseSplit,Ridge,materialized,7,detrend_d2,22,0.23950638313361472,0.17150662099306177
Corn_Oil_80_ZhengChenPelegYbaseSplit,Ridge,materialized,7,detrend_d2,23,0.4209350130778707,0.17283177599695376
Corn_Oil_80_ZhengChenPelegYbaseSplit,Ridge,materialized,7,detrend_d2,24,0.7397977578577474,0.17389104959300145
Corn_Oil_80_ZhengChenPelegYbaseSplit,Ridge,materialized,7,detrend_d2,25,1.3002024196787443,0.17488256461067533
Corn_Oil_80_ZhengChenPelegYbaseSplit,Ridge,materialized,7,detrend_d2,26,2.285119567047304,0.1757747311764027
Corn_Oil_80_ZhengChenPelegYbaseSplit,Ridge,materialized,7,detrend_d2,27,4.016121918149221,0.17648413958136605
Corn_Oil_80_ZhengChenPelegYbaseSplit,Ridge,materialized,7,detrend_d2,28,7.058376941859453,0.17698631759295255
Corn_Oil_80_ZhengChenPelegYbaseSplit,Ridge,materialized,7,detrend_d2,29,12.40517246954807,0.17731313616497973
Corn_Oil_80_ZhengChenPelegYbaseSplit,Ridge,materialized,7,detrend_d2,30,21.802222418386904,0.17751456618585953
Corn_Oil_80_ZhengChenPelegYbaseSplit,Ridge,materialized,7,detrend_d2,31,38.31763754576227,0.1776346519219316
Corn_Oil_80_ZhengChenPelegYbaseSplit,Ridge,materialized,7,detrend_d2,32,67.34365510601211,0.17770484501199077
Corn_Oil_80_ZhengChenPelegYbaseSplit,Ridge,materialized,7,detrend_d2,33,118.35718936537278,0.17774540613990528
Corn_Oil_80_ZhengChenPelegYbaseSplit,Ridge,materialized,7,detrend_d2,34,208.0140178375938,0.17776868974922594
Corn_Oil_80_ZhengChenPelegYbaseSplit,Ridge,materialized,7,detrend_d2,35,365.58684646830477,0.17778200478075004
Corn_Oil_80_ZhengChenPelegYbaseSplit,Ridge,materialized,7,detrend_d2,36,642.5227669752023,0.1777896026561802
Corn_Oil_80_ZhengChenPelegYbaseSplit,Ridge,materialized,7,detrend_d2,37,1129.2405896700207,0.17779393282562173
Corn_Oil_80_ZhengChenPelegYbaseSplit,Ridge,materialized,7,detrend_d2,38,1984.6523343623487,0.17779639893027477
Corn_Oil_80_ZhengChenPelegYbaseSplit,Ridge,materialized,7,detrend_d2,39,3488.0475642846877,0.17779780285494162
Corn_Oil_80_ZhengChenPelegYbaseSplit,Ridge,materialized,7,detrend_d2,40,6130.280654229233,0.17779860191032595
Corn_Oil_80_ZhengChenPelegYbaseSplit,Ridge,materialized,7,detrend_d2,41,10774.033383149646,0.17779905664020157
Corn_Oil_80_ZhengChenPelegYbaseSplit,Ridge,materialized,7,detrend_d2,42,18935.478143425695,0.17779931540068739
Corn_Oil_80_ZhengChenPelegYbaseSplit,Ridge,materialized,7,detrend_d2,43,33279.304023776436,0.1777994626401218
Corn_Oil_80_ZhengChenPelegYbaseSplit,Ridge,materialized,7,detrend_d2,44,58488.73040955984,0.17779954642003734
Corn_Oil_80_ZhengChenPelegYbaseSplit,Ridge,materialized,7,detrend_d2,45,102794.56512906883,0.17779959409054485
Corn_Oil_80_ZhengChenPelegYbaseSplit,Ridge,materialized,7,detrend_d2,46,180662.54039166684,0.1777996212147027
Corn_Oil_80_ZhengChenPelegYbaseSplit,Ridge,materialized,7,detrend_d2,47,317516.33425161196,0.17779963664807513
Corn_Oil_80_ZhengChenPelegYbaseSplit,Ridge,materialized,7,detrend_d2,48,558038.3310121527,0.17779964542948634
Corn_Oil_80_ZhengChenPelegYbaseSplit,Ridge,materialized,7,detrend_d2,49,980758.2958300965,0.17779965042600107
Corn_Oil_80_ZhengChenPelegYbaseSplit,Ridge,materialized,8,fd_d1,0,9.807582958300963e-07,0.06250183369803892
Corn_Oil_80_ZhengChenPelegYbaseSplit,Ridge,materialized,8,fd_d1,1,1.7236931253358747e-06,0.06857693917179966
Corn_Oil_80_ZhengChenPelegYbaseSplit,Ridge,materialized,8,fd_d1,2,3.029408981766958e-06,0.07506525753633182
Corn_Oil_80_ZhengChenPelegYbaseSplit,Ridge,materialized,8,fd_d1,3,5.324218472485968e-06,0.08227478081591022
Corn_Oil_80_ZhengChenPelegYbaseSplit,Ridge,materialized,8,fd_d1,4,9.357370534442246e-06,0.09063281712651972
Corn_Oil_80_ZhengChenPelegYbaseSplit,Ridge,materialized,8,fd_d1,5,1.644567813498542e-05,0.10058719081152623
Corn_Oil_80_ZhengChenPelegYbaseSplit,Ridge,materialized,8,fd_d1,6,2.8903454055178975e-05,0.112468681410693
Corn_Oil_80_ZhengChenPelegYbaseSplit,Ridge,materialized,8,fd_d1,7,5.079812759697939e-05,0.12588198671541462
Corn_Oil_80_ZhengChenPelegYbaseSplit,Ridge,materialized,8,fd_d1,8,8.927824897442076e-05,0.13933105481939773
Corn_Oil_80_ZhengChenPelegYbaseSplit,Ridge,materialized,8,fd_d1,9,0.0001569074711409757,0.1510108576983577
Corn_Oil_80_ZhengChenPelegYbaseSplit,Ridge,materialized,8,fd_d1,10,0.0002757665476493616,0.15991570442730832
Corn_Oil_80_ZhengChenPelegYbaseSplit,Ridge,materialized,8,fd_d1,11,0.00048466263747327796,0.16607986069893962
Corn_Oil_80_ZhengChenPelegYbaseSplit,Ridge,materialized,8,fd_d1,12,0.000851799734829432,0.17008955303455212
Corn_Oil_80_ZhengChenPelegYbaseSplit,Ridge,materialized,8,fd_d1,13,0.0014970470842112218,0.17257450115483655
Corn_Oil_80_ZhengChenPelegYbaseSplit,Ridge,materialized,8,fd_d1,14,0.002631076156409108,0.17400900025458807
Corn_Oil_80_ZhengChenPelegYbaseSplit,Ridge,materialized,8,fd_d1,15,0.0046241442996911184,0.17472374964361032
Corn_Oil_80_ZhengChenPelegYbaseSplit,Ridge,materialized,8,fd_d1,16,0.008126982737568858,0.17497293845336045
Corn_Oil_80_ZhengChenPelegYbaseSplit,Ridge,materialized,8,fd_d1,17,0.01428325850928876,0.1750000412352709
Corn_Oil_80_ZhengChenPelegYbaseSplit,Ridge,materialized,8,fd_d1,18,0.025102978587622577,0.17505700518658346
Corn_Oil_80_ZhengChenPelegYbaseSplit,Ridge,materialized,8,fd_d1,19,0.044118751583249044,0.1753240591942874
Corn_Oil_80_ZhengChenPelegYbaseSplit,Ridge,materialized,8,fd_d1,20,0.07753917466288941,0.17580399786896733
Corn_Oil_80_ZhengChenPelegYbaseSplit,Ridge,materialized,8,fd_d1,21,0.13627592331249944,0.1763565291003818
Corn_Oil_80_ZhengChenPelegYbaseSplit,Ridge,materialized,8,fd_d1,22,0.23950638313361472,0.1768417709243403
Corn_Oil_80_ZhengChenPelegYbaseSplit,Ridge,materialized,8,fd_d1,23,0.4209350130778707,0.17720063557944343
Corn_Oil_80_ZhengChenPelegYbaseSplit,Ridge,materialized,8,fd_d1,24,0.7397977578577474,0.17743911630906437
Corn_Oil_80_ZhengChenPelegYbaseSplit,Ridge,materialized,8,fd_d1,25,1.3002024196787443,0.17758766795746356
Corn_Oil_80_ZhengChenPelegYbaseSplit,Ridge,materialized,8,fd_d1,26,2.285119567047304,0.17767672886187386
Corn_Oil_80_ZhengChenPelegYbaseSplit,Ridge,materialized,8,fd_d1,27,4.016121918149221,0.17772894707913447
Corn_Oil_80_ZhengChenPelegYbaseSplit,Ridge,materialized,8,fd_d1,28,7.058376941859453,0.17775917281934112
Corn_Oil_80_ZhengChenPelegYbaseSplit,Ridge,materialized,8,fd_d1,29,12.40517246954807,0.17777654009955318
Corn_Oil_80_ZhengChenPelegYbaseSplit,Ridge,materialized,8,fd_d1,30,21.802222418386904,0.17778647715351506
Corn_Oil_80_ZhengChenPelegYbaseSplit,Ridge,materialized,8,fd_d1,31,38.31763754576227,0.17779214920410286
Corn_Oil_80_ZhengChenPelegYbaseSplit,Ridge,materialized,8,fd_d1,32,67.34365510601211,0.17779538237001172
Corn_Oil_80_ZhengChenPelegYbaseSplit,Ridge,materialized,8,fd_d1,33,118.35718936537278,0.17779722389369715
Corn_Oil_80_ZhengChenPelegYbaseSplit,Ridge,materialized,8,fd_d1,34,208.0140178375938,0.1777982723102979
Corn_Oil_80_ZhengChenPelegYbaseSplit,Ridge,materialized,8,fd_d1,35,365.58684646830477,0.1777988690442845
Corn_Oil_80_ZhengChenPelegYbaseSplit,Ridge,materialized,8,fd_d1,36,642.5227669752023,0.17779920864236987
Corn_Oil_80_ZhengChenPelegYbaseSplit,Ridge,materialized,8,fd_d1,37,1129.2405896700207,0.17779940188999727
Corn_Oil_80_ZhengChenPelegYbaseSplit,Ridge,materialized,8,fd_d1,38,1984.6523343623487,0.17779951185206444
Corn_Oil_80_ZhengChenPelegYbaseSplit,Ridge,materialized,8,fd_d1,39,3488.0475642846877,0.17779957442119493
Corn_Oil_80_ZhengChenPelegYbaseSplit,Ridge,materialized,8,fd_d1,40,6130.280654229233,0.17779961002290007
Corn_Oil_80_ZhengChenPelegYbaseSplit,Ridge,materialized,8,fd_d1,41,10774.033383149646,0.17779963028002257
Corn_Oil_80_ZhengChenPelegYbaseSplit,Ridge,materialized,8,fd_d1,42,18935.478143425695,0.17779964180612814
Corn_Oil_80_ZhengChenPelegYbaseSplit,Ridge,materialized,8,fd_d1,43,33279.304023776436,0.17779964836435183
Corn_Oil_80_ZhengChenPelegYbaseSplit,Ridge,materialized,8,fd_d1,44,58488.73040955984,0.17779965209590104
Corn_Oil_80_ZhengChenPelegYbaseSplit,Ridge,materialized,8,fd_d1,45,102794.56512906883,0.17779965421910507
Corn_Oil_80_ZhengChenPelegYbaseSplit,Ridge,materialized,8,fd_d1,46,180662.54039166684,0.1777996554271805
Corn_Oil_80_ZhengChenPelegYbaseSplit,Ridge,materialized,8,fd_d1,47,317516.33425161196,0.17779965611455953
Corn_Oil_80_ZhengChenPelegYbaseSplit,Ridge,materialized,8,fd_d1,48,558038.3310121527,0.17779965650566906
Corn_Oil_80_ZhengChenPelegYbaseSplit,Ridge,materialized,8,fd_d1,49,980758.2958300965,0.1777996567282052
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,0,identity,0,1,3.7082158427902683
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,0,identity,1,2,3.780506442541884
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,0,identity,2,3,3.6744325251763628
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,0,identity,3,4,3.7530334973562196
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,0,identity,4,5,3.748250139601622
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,0,identity,5,6,3.5022595042869886
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,0,identity,6,7,3.5527167772811636
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,0,identity,7,8,3.603222314737843
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,0,identity,8,9,3.6512144894464003
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,0,identity,9,10,3.9517325621851156
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,0,identity,10,11,3.9622169066937487
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,0,identity,11,12,3.8380524713563524
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,0,identity,12,13,3.7675766745635855
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,0,identity,13,14,3.720647908923256
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,0,identity,14,15,3.713755727277018
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,1,sg_smooth_w11_p2,0,1,3.708504350501022
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,1,sg_smooth_w11_p2,1,2,3.7826484274134176
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,1,sg_smooth_w11_p2,2,3,3.6802968994509158
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,1,sg_smooth_w11_p2,3,4,3.742488307050393
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,1,sg_smooth_w11_p2,4,5,3.7139626223626045
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,1,sg_smooth_w11_p2,5,6,3.485984002206579
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,1,sg_smooth_w11_p2,6,7,3.4845696238864803
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,1,sg_smooth_w11_p2,7,8,3.5216955527889304
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,1,sg_smooth_w11_p2,8,9,3.591634799369717
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,1,sg_smooth_w11_p2,9,10,3.6187351269441237
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,1,sg_smooth_w11_p2,10,11,3.7618201641891096
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,1,sg_smooth_w11_p2,11,12,3.821371704604876
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,1,sg_smooth_w11_p2,12,13,3.833027717848463
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,1,sg_smooth_w11_p2,13,14,3.763304562542203
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,1,sg_smooth_w11_p2,14,15,3.6774634856383037
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,2,sg_smooth_w21_p3,0,1,3.7087461121267276
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,2,sg_smooth_w21_p3,1,2,3.784749811044924
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,2,sg_smooth_w21_p3,2,3,3.690850946238155
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,2,sg_smooth_w21_p3,3,4,3.7288975588480957
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,2,sg_smooth_w21_p3,4,5,3.637963148374424
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,2,sg_smooth_w21_p3,5,6,3.4784651468642465
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,2,sg_smooth_w21_p3,6,7,3.415223809979276
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,2,sg_smooth_w21_p3,7,8,3.449419282282239
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,2,sg_smooth_w21_p3,8,9,3.478862876596248
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,2,sg_smooth_w21_p3,9,10,3.5968507575984745
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,2,sg_smooth_w21_p3,10,11,3.8316756454675294
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,2,sg_smooth_w21_p3,11,12,3.9138819898124404
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,2,sg_smooth_w21_p3,12,13,3.7908455989025525
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,2,sg_smooth_w21_p3,13,14,3.8113933702241254
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,2,sg_smooth_w21_p3,14,15,3.7942651693488387
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,3,sg_d1_w11_p2,0,1,3.71401312411959
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,3,sg_d1_w11_p2,1,2,3.785876569841735
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,3,sg_d1_w11_p2,2,3,3.672687966411975
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,3,sg_d1_w11_p2,3,4,3.841693369958647
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,3,sg_d1_w11_p2,4,5,3.5793665054881503
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,3,sg_d1_w11_p2,5,6,3.53864353913997
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,3,sg_d1_w11_p2,6,7,3.5803918790259934
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,3,sg_d1_w11_p2,7,8,3.492308169502425
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,3,sg_d1_w11_p2,8,9,3.5904907171141445
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,3,sg_d1_w11_p2,9,10,3.7420337927387393
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,3,sg_d1_w11_p2,10,11,3.7564285671977595
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,3,sg_d1_w11_p2,11,12,3.860180189042707
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,3,sg_d1_w11_p2,12,13,3.7329596652133303
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,3,sg_d1_w11_p2,13,14,3.6911886290966067
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,3,sg_d1_w11_p2,14,15,3.8381630194341576
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,4,sg_d1_w21_p3,0,1,3.713961663311202
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,4,sg_d1_w21_p3,1,2,3.787724459984357
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,4,sg_d1_w21_p3,2,3,3.6757476196301253
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,4,sg_d1_w21_p3,3,4,3.835474497976371
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,4,sg_d1_w21_p3,4,5,3.5660245270285102
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,4,sg_d1_w21_p3,5,6,3.5244278662470356
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,4,sg_d1_w21_p3,6,7,3.5703074385666325
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,4,sg_d1_w21_p3,7,8,3.52966403485062
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,4,sg_d1_w21_p3,8,9,3.60973606218496
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,4,sg_d1_w21_p3,9,10,3.6995269059335287
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,4,sg_d1_w21_p3,10,11,3.714063435398267
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,4,sg_d1_w21_p3,11,12,3.803082876116504
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,4,sg_d1_w21_p3,12,13,3.710590797137507
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,4,sg_d1_w21_p3,13,14,3.668760265374408
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,4,sg_d1_w21_p3,14,15,3.7130608941693
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,5,sg_d2_w11_p2,0,1,3.692232808711958
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,5,sg_d2_w11_p2,1,2,3.689401494638259
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,5,sg_d2_w11_p2,2,3,3.7781644450889855
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,5,sg_d2_w11_p2,3,4,3.8844433560785476
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,5,sg_d2_w11_p2,4,5,4.0646316891156715
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,5,sg_d2_w11_p2,5,6,3.903691898421865
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,5,sg_d2_w11_p2,6,7,3.824788076801236
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,5,sg_d2_w11_p2,7,8,3.945749566708618
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,5,sg_d2_w11_p2,8,9,3.6647536898986814
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,5,sg_d2_w11_p2,9,10,3.621853778299026
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,5,sg_d2_w11_p2,10,11,3.6496135303153254
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,5,sg_d2_w11_p2,11,12,3.656872232654824
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,5,sg_d2_w11_p2,12,13,3.5692550501077456
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,5,sg_d2_w11_p2,13,14,3.570966997111668
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,5,sg_d2_w11_p2,14,15,3.4626371771188644
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,6,detrend_d1,0,1,3.7361933717443407
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,6,detrend_d1,1,2,3.743047090300409
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,6,detrend_d1,2,3,3.8210576453911225
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,6,detrend_d1,3,4,3.8038428448447816
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,6,detrend_d1,4,5,3.71055858872635
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,6,detrend_d1,5,6,3.572687937507008
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,6,detrend_d1,6,7,3.6199752418585334
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,6,detrend_d1,7,8,3.959832602160529
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,6,detrend_d1,8,9,3.9290788899464593
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,6,detrend_d1,9,10,4.0632530407171075
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,6,detrend_d1,10,11,4.088895117379679
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,6,detrend_d1,11,12,3.9762454982506283
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,6,detrend_d1,12,13,4.018244105876191
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,6,detrend_d1,13,14,4.003745895977493
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,6,detrend_d1,14,15,4.00151128579864
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,7,detrend_d2,0,1,3.7523553745887503
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,7,detrend_d2,1,2,3.7525703530864902
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,7,detrend_d2,2,3,3.7396123873869387
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,7,detrend_d2,3,4,3.560330907061779
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,7,detrend_d2,4,5,3.5375428222247174
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,7,detrend_d2,5,6,3.6591525998764967
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,7,detrend_d2,6,7,3.841798495372614
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,7,detrend_d2,7,8,3.9283545715437924
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,7,detrend_d2,8,9,4.0409915798697655
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,7,detrend_d2,9,10,4.104635844133058
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,7,detrend_d2,10,11,3.946050602451519
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,7,detrend_d2,11,12,3.9237884794041293
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,7,detrend_d2,12,13,3.895440836648435
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,7,detrend_d2,13,14,3.947543579653165
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,7,detrend_d2,14,15,3.9119921132051325
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,8,fd_d1,0,1,3.697572555554855
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,8,fd_d1,1,2,3.7408118135580297
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,8,fd_d1,2,3,3.6596983644441856
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,8,fd_d1,3,4,3.88833032171962
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,8,fd_d1,4,5,3.881869304750942
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,8,fd_d1,5,6,3.702062408491993
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,8,fd_d1,6,7,3.9006093552993484
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,8,fd_d1,7,8,3.9413278301127974
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,8,fd_d1,8,9,4.119678660575843
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,8,fd_d1,9,10,4.1270491534262455
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,8,fd_d1,10,11,4.1465043225384
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,8,fd_d1,11,12,4.127363737195756
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,8,fd_d1,12,13,4.256435868220769
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,8,fd_d1,13,14,4.292837586474193
An_spxyG70_30_byCultivar_MicroNIR,PLS,folded,8,fd_d1,14,15,4.250064349713552
An_spxyG70_30_byCultivar_MicroNIR,PLS,materialized,0,identity,0,1,3.7082158427902683
An_spxyG70_30_byCultivar_MicroNIR,PLS,materialized,0,identity,1,2,3.780506442541884
An_spxyG70_30_byCultivar_MicroNIR,PLS,materialized,0,identity,2,3,3.6744325251763614
An_spxyG70_30_byCultivar_MicroNIR,PLS,materialized,0,identity,3,4,3.753033497356219
An_spxyG70_30_byCultivar_MicroNIR,PLS,materialized,0,identity,4,5,3.7482501396016206
An_spxyG70_30_byCultivar_MicroNIR,PLS,materialized,0,identity,5,6,3.502259504286988
An_spxyG70_30_byCultivar_MicroNIR,PLS,materialized,0,identity,6,7,3.5527167772811623
An_spxyG70_30_byCultivar_MicroNIR,PLS,materialized,0,identity,7,8,3.6032223147378426
An_spxyG70_30_byCultivar_MicroNIR,PLS,materialized,0,identity,8,9,3.651214489446402
An_spxyG70_30_byCultivar_MicroNIR,PLS,materialized,0,identity,9,10,3.951732562185119
An_spxyG70_30_byCultivar_MicroNIR,PLS,materialized,0,identity,10,11,3.962216906693746
An_spxyG70_30_byCultivar_MicroNIR,PLS,materialized,0,identity,11,12,3.838052471356358
An_spxyG70_30_byCultivar_MicroNIR,PLS,materialized,0,identity,12,13,3.7675766745635855
An_spxyG70_30_byCultivar_MicroNIR,PLS,materialized,0,identity,13,14,3.720647908923263
An_spxyG70_30_byCultivar_MicroNIR,PLS,materialized,0,identity,14,15,3.713755727277013
An_spxyG70_30_byCultivar_MicroNIR,PLS,materialized,1,sg_smooth_w11_p2,0,1,3.708504350501022
An_spxyG70_30_byCultivar_MicroNIR,PLS,materialized,1,sg_smooth_w11_p2,1,2,3.782648427413418
