task,model,mode,operator_index,operator,grid_index,hyperparameter,cv_rmse_mean
Beer_OriginalExtract_60_KS,Ridge,materialized,4,sg_d1_w21_p3,41,2324.9253811747426,2.730841384043304
Beer_OriginalExtract_60_KS,Ridge,materialized,4,sg_d1_w21_p3,42,4086.0810594091813,2.7308429207131057
Beer_OriginalExtract_60_KS,Ridge,materialized,4,sg_d1_w21_p3,43,7181.33087592958,2.7308437950588162
Beer_OriginalExtract_60_KS,Ridge,materialized,4,sg_d1_w21_p3,44,12621.26531504399,2.730844292550194
Beer_OriginalExtract_60_KS,Ridge,materialized,4,sg_d1_w21_p3,45,22182.00789030104,2.730844575616247
Beer_OriginalExtract_60_KS,Ridge,materialized,4,sg_d1_w21_p3,46,38985.11454781701,2.7308447366770787
Beer_OriginalExtract_60_KS,Ridge,materialized,4,sg_d1_w21_p3,47,68516.75302896941,2.7308448283185474
Beer_OriginalExtract_60_KS,Ridge,materialized,4,sg_d1_w21_p3,48,120418.9214289653,2.7308448804613192
Beer_OriginalExtract_60_KS,Ridge,materialized,4,sg_d1_w21_p3,49,211637.53384496146,2.7308449101298593
Beer_OriginalExtract_60_KS,Ridge,materialized,5,sg_d2_w11_p2,0,2.1163753384496148e-07,2.428121104074601
Beer_OriginalExtract_60_KS,Ridge,materialized,5,sg_d2_w11_p2,1,3.719552143505856e-07,2.4282748874206623
Beer_OriginalExtract_60_KS,Ridge,materialized,5,sg_d2_w11_p2,2,6.537152411912949e-07,2.4285446768418004
Beer_OriginalExtract_60_KS,Ridge,materialized,5,sg_d2_w11_p2,3,1.1489114820232145e-06,2.4290173369929056
Beer_OriginalExtract_60_KS,Ridge,materialized,5,sg_d2_w11_p2,4,2.0192241366734657e-06,2.4298434429140583
Beer_OriginalExtract_60_KS,Ridge,materialized,5,sg_d2_w11_p2,5,3.5488078741668627e-06,2.4312812694949795
Beer_OriginalExtract_60_KS,Ridge,materialized,5,sg_d2_w11_p2,6,6.2370675444166e-06,2.433765591323747
Beer_OriginalExtract_60_KS,Ridge,materialized,5,sg_d2_w11_p2,7,1.0961712477249167e-05,2.438004048329553
Beer_OriginalExtract_60_KS,Ridge,materialized,5,sg_d2_w11_p2,8,1.9265326145368768e-05,2.4450794754501235
Beer_OriginalExtract_60_KS,Ridge,materialized,5,sg_d2_w11_p2,9,3.385901539177837e-05,2.4564645753966223
Beer_OriginalExtract_60_KS,Ridge,materialized,5,sg_d2_w11_p2,10,5.950757929817246e-05,2.473716026688522
Beer_OriginalExtract_60_KS,Ridge,materialized,5,sg_d2_w11_p2,11,0.0001045852028759271,2.4975335657676623
Beer_OriginalExtract_60_KS,Ridge,materialized,5,sg_d2_w11_p2,12,0.00018380960525703574,2.5263401604578464
Beer_OriginalExtract_60_KS,Ridge,materialized,5,sg_d2_w11_p2,13,0.00032304733418960576,2.5558838690481513
Beer_OriginalExtract_60_KS,Ridge,materialized,5,sg_d2_w11_p2,14,0.0005677591221692486,2.581728604140328
Beer_OriginalExtract_60_KS,Ridge,materialized,5,sg_d2_w11_p2,15,0.0009978426895706847,2.6031688182981494
Beer_OriginalExtract_60_KS,Ridge,materialized,5,sg_d2_w11_p2,16,0.0017537191288541595,2.6235633064492623
Beer_OriginalExtract_60_KS,Ridge,materialized,5,sg_d2_w11_p2,17,0.0030821800019722773,2.645741730677127
Beer_OriginalExtract_60_KS,Ridge,materialized,5,sg_d2_w11_p2,18,0.005416964101181233,2.6685443969359612
Beer_OriginalExtract_60_KS,Ridge,materialized,5,sg_d2_w11_p2,19,0.00952037196228301,2.6886746982680414
Beer_OriginalExtract_60_KS,Ridge,materialized,5,sg_d2_w11_p2,20,0.016732154876282067,2.7040185983604945
Beer_OriginalExtract_60_KS,Ridge,materialized,5,sg_d2_w11_p2,21,0.029406939971781607,2.714500905646118
Beer_OriginalExtract_60_KS,Ridge,materialized,5,sg_d2_w11_p2,22,0.05168300944487328,2.721159448385296
Beer_OriginalExtract_60_KS,Ridge,materialized,5,sg_d2_w11_p2,23,0.09083343822383541,2.725201613218232
Beer_OriginalExtract_60_KS,Ridge,materialized,5,sg_d2_w11_p2,24,0.15964073277048185,2.7275896300753915
Beer_OriginalExtract_60_KS,Ridge,materialized,5,sg_d2_w11_p2,25,0.2805702840037266,2.7289780817376657
Beer_OriginalExtract_60_KS,Ridge,materialized,5,sg_d2_w11_p2,26,0.4931052551550763,2.729777935945408
Beer_OriginalExtract_60_KS,Ridge,materialized,5,sg_d2_w11_p2,27,0.8666377251067803,2.730236272161247
Beer_OriginalExtract_60_KS,Ridge,materialized,5,sg_d2_w11_p2,28,1.5231250097751505,2.7304981130188515
Beer_OriginalExtract_60_KS,Ridge,materialized,5,sg_d2_w11_p2,29,2.6769083876618875,2.7306474395775093
Beer_OriginalExtract_60_KS,Ridge,materialized,5,sg_d2_w11_p2,30,4.70469493307868,2.7307325155859483
Beer_OriginalExtract_60_KS,Ridge,materialized,5,sg_d2_w11_p2,31,8.268551331586274,2.730780958745501
Beer_OriginalExtract_60_KS,Ridge,materialized,5,sg_d2_w11_p2,32,14.53206681742012,2.730808533934888
Beer_OriginalExtract_60_KS,Ridge,materialized,5,sg_d2_w11_p2,33,25.540261832715586,2.730824227631497
Beer_OriginalExtract_60_KS,Ridge,materialized,5,sg_d2_w11_p2,34,44.88728153257109,2.730833158359758
Beer_OriginalExtract_60_KS,Ridge,materialized,5,sg_d2_w11_p2,35,78.88987421434186,2.730838240221184
Beer_OriginalExtract_60_KS,Ridge,materialized,5,sg_d2_w11_p2,36,138.64979212516369,2.730841131860692
Beer_OriginalExtract_60_KS,Ridge,materialized,5,sg_d2_w11_p2,37,243.6784827938841,2.7308427772064148
Beer_OriginalExtract_60_KS,Ridge,materialized,5,sg_d2_w11_p2,38,428.2675225587463,2.730843713399552
Beer_OriginalExtract_60_KS,Ridge,materialized,5,sg_d2_w11_p2,39,752.6847211772348,2.730844246085263
Beer_OriginalExtract_60_KS,Ridge,materialized,5,sg_d2_w11_p2,40,1322.8513946348603,2.7308445491777076
Beer_OriginalExtract_60_KS,Ridge,materialized,5,sg_d2_w11_p2,41,2324.9253811747426,2.730844721633704
Beer_OriginalExtract_60_KS,Ridge,materialized,5,sg_d2_w11_p2,42,4086.0810594091813,2.730844819759004
Beer_OriginalExtract_60_KS,Ridge,materialized,5,sg_d2_w11_p2,43,7181.33087592958,2.730844875591033
Beer_OriginalExtract_60_KS,Ridge,materialized,5,sg_d2_w11_p2,44,12621.26531504399,2.7308449073587253
Beer_OriginalExtract_60_KS,Ridge,materialized,5,sg_d2_w11_p2,45,22182.00789030104,2.730844925434121
Beer_OriginalExtract_60_KS,Ridge,materialized,5,sg_d2_w11_p2,46,38985.11454781701,2.730844935718781
Beer_OriginalExtract_60_KS,Ridge,materialized,5,sg_d2_w11_p2,47,68516.75302896941,2.730844941570615
Beer_OriginalExtract_60_KS,Ridge,materialized,5,sg_d2_w11_p2,48,120418.9214289653,2.7308449449002308
Beer_OriginalExtract_60_KS,Ridge,materialized,5,sg_d2_w11_p2,49,211637.53384496146,2.730844946794737
Beer_OriginalExtract_60_KS,Ridge,materialized,6,detrend_d1,0,2.1163753384496148e-07,0.6288346232817331
Beer_OriginalExtract_60_KS,Ridge,materialized,6,detrend_d1,1,3.719552143505856e-07,0.6288351524726897
Beer_OriginalExtract_60_KS,Ridge,materialized,6,detrend_d1,2,6.537152411912949e-07,0.6288360825312131
Beer_OriginalExtract_60_KS,Ridge,materialized,6,detrend_d1,3,1.1489114820232145e-06,0.628837717118315
Beer_OriginalExtract_60_KS,Ridge,materialized,6,detrend_d1,4,2.0192241366734657e-06,0.6288405899205507
Beer_OriginalExtract_60_KS,Ridge,materialized,6,detrend_d1,5,3.5488078741668627e-06,0.6288456388949408
Beer_OriginalExtract_60_KS,Ridge,materialized,6,detrend_d1,6,6.2370675444166e-06,0.6288545125023479
Beer_OriginalExtract_60_KS,Ridge,materialized,6,detrend_d1,7,1.0961712477249167e-05,0.6288701079037788
Beer_OriginalExtract_60_KS,Ridge,materialized,6,detrend_d1,8,1.9265326145368768e-05,0.6288975168086426
Beer_OriginalExtract_60_KS,Ridge,materialized,6,detrend_d1,9,3.385901539177837e-05,0.6289456876971581
Beer_OriginalExtract_60_KS,Ridge,materialized,6,detrend_d1,10,5.950757929817246e-05,0.6290303468343769
Beer_OriginalExtract_60_KS,Ridge,materialized,6,detrend_d1,11,0.0001045852028759271,0.6291791308655807
Beer_OriginalExtract_60_KS,Ridge,materialized,6,detrend_d1,12,0.00018380960525703574,0.629440603915284
Beer_OriginalExtract_60_KS,Ridge,materialized,6,detrend_d1,13,0.00032304733418960576,0.6299000942364177
Beer_OriginalExtract_60_KS,Ridge,materialized,6,detrend_d1,14,0.0005677591221692486,0.6307074921815712
Beer_OriginalExtract_60_KS,Ridge,materialized,6,detrend_d1,15,0.0009978426895706847,0.6321259909541457
Beer_OriginalExtract_60_KS,Ridge,materialized,6,detrend_d1,16,0.0017537191288541595,0.6346173638684759
Beer_OriginalExtract_60_KS,Ridge,materialized,6,detrend_d1,17,0.0030821800019722773,0.6389904906061341
Beer_OriginalExtract_60_KS,Ridge,materialized,6,detrend_d1,18,0.005416964101181233,0.6466574563840716
Beer_OriginalExtract_60_KS,Ridge,materialized,6,detrend_d1,19,0.00952037196228301,0.6600650313014593
Beer_OriginalExtract_60_KS,Ridge,materialized,6,detrend_d1,20,0.016732154876282067,0.6833831721735393
Beer_OriginalExtract_60_KS,Ridge,materialized,6,detrend_d1,21,0.029406939971781607,0.7234694026912285
Beer_OriginalExtract_60_KS,Ridge,materialized,6,detrend_d1,22,0.05168300944487328,0.7908136040883527
Beer_OriginalExtract_60_KS,Ridge,materialized,6,detrend_d1,23,0.09083343822383541,0.8993918881406359
Beer_OriginalExtract_60_KS,Ridge,materialized,6,detrend_d1,24,0.15964073277048185,1.0634127594815328
Beer_OriginalExtract_60_KS,Ridge,materialized,6,detrend_d1,25,0.2805702840037266,1.2893231173049773
Beer_OriginalExtract_60_KS,Ridge,materialized,6,detrend_d1,26,0.4931052551550763,1.5653321564488922
Beer_OriginalExtract_60_KS,Ridge,materialized,6,detrend_d1,27,0.8666377251067803,1.8578704941790556
Beer_OriginalExtract_60_KS,Ridge,materialized,6,detrend_d1,28,1.5231250097751505,2.1246402742033568
Beer_OriginalExtract_60_KS,Ridge,materialized,6,detrend_d1,29,2.6769083876618875,2.3362974594107557
Beer_OriginalExtract_60_KS,Ridge,materialized,6,detrend_d1,30,4.70469493307868,2.486291977645922
Beer_OriginalExtract_60_KS,Ridge,materialized,6,detrend_d1,31,8.268551331586274,2.5842328360185647
Beer_OriginalExtract_60_KS,Ridge,materialized,6,detrend_d1,32,14.53206681742012,2.6447957715604695
Beer_OriginalExtract_60_KS,Ridge,materialized,6,detrend_d1,33,25.540261832715586,2.680989714115045
Beer_OriginalExtract_60_KS,Ridge,materialized,6,detrend_d1,34,44.88728153257109,2.7021799484940336
Beer_OriginalExtract_60_KS,Ridge,materialized,6,detrend_d1,35,78.88987421434186,2.7144368407881765
Beer_OriginalExtract_60_KS,Ridge,materialized,6,detrend_d1,36,138.64979212516369,2.7214768895023904
Beer_OriginalExtract_60_KS,Ridge,materialized,6,detrend_d1,37,243.6784827938841,2.7255042109133947
Beer_OriginalExtract_60_KS,Ridge,materialized,6,detrend_d1,38,428.2675225587463,2.7278027509830833
Beer_OriginalExtract_60_KS,Ridge,materialized,6,detrend_d1,39,752.6847211772348,2.7291128798607023
Beer_OriginalExtract_60_KS,Ridge,materialized,6,detrend_d1,40,1322.8513946348603,2.7298590687227158
Beer_OriginalExtract_60_KS,Ridge,materialized,6,detrend_d1,41,2324.9253811747426,2.7302838810508194
Beer_OriginalExtract_60_KS,Ridge,materialized,6,detrend_d1,42,4086.0810594091813,2.730525671606396
Beer_OriginalExtract_60_KS,Ridge,materialized,6,detrend_d1,43,7181.33087592958,2.7306632724657476
Beer_OriginalExtract_60_KS,Ridge,materialized,6,detrend_d1,44,12621.26531504399,2.7307415736949716
Beer_OriginalExtract_60_KS,Ridge,materialized,6,detrend_d1,45,22182.00789030104,2.730786128695169
Beer_OriginalExtract_60_KS,Ridge,materialized,6,detrend_d1,46,38985.11454781701,2.730811480751289
Beer_OriginalExtract_60_KS,Ridge,materialized,6,detrend_d1,47,68516.75302896941,2.730825906009336
Beer_OriginalExtract_60_KS,Ridge,materialized,6,detrend_d1,48,120418.9214289653,2.730834113877833
Beer_OriginalExtract_60_KS,Ridge,materialized,6,detrend_d1,49,211637.53384496146,2.7308387840741597
Beer_OriginalExtract_60_KS,Ridge,materialized,7,detrend_d2,0,2.1163753384496148e-07,0.6327838004569004
Beer_OriginalExtract_60_KS,Ridge,materialized,7,detrend_d2,1,3.719552143505856e-07,0.63278436064185
Beer_OriginalExtract_60_KS,Ridge,materialized,7,detrend_d2,2,6.537152411912949e-07,0.6327853451724469
Beer_OriginalExtract_60_KS,Ridge,materialized,7,detrend_d2,3,1.1489114820232145e-06,0.6327870754941836
Beer_OriginalExtract_60_KS,Ridge,materialized,7,detrend_d2,4,2.0192241366734657e-06,0.6327901165491655
Beer_OriginalExtract_60_KS,Ridge,materialized,7,detrend_d2,5,3.5488078741668627e-06,0.6327954612237019
Beer_OriginalExtract_60_KS,Ridge,materialized,7,detrend_d2,6,6.2370675444166e-06,0.6328048545092093
Beer_OriginalExtract_60_KS,Ridge,materialized,7,detrend_d2,7,1.0961712477249167e-05,0.6328213631946772
Beer_OriginalExtract_60_KS,Ridge,materialized,7,detrend_d2,8,1.9265326145368768e-05,0.6328503770337724
Beer_OriginalExtract_60_KS,Ridge,materialized,7,detrend_d2,9,3.385901539177837e-05,0.6329013680795696
Beer_OriginalExtract_60_KS,Ridge,materialized,7,detrend_d2,10,5.950757929817246e-05,0.6329909820315003
Beer_OriginalExtract_60_KS,Ridge,materialized,7,detrend_d2,11,0.0001045852028759271,0.6331484691346675
Beer_OriginalExtract_60_KS,Ridge,materialized,7,detrend_d2,12,0.00018380960525703574,0.6334252222910669
Beer_OriginalExtract_60_KS,Ridge,materialized,7,detrend_d2,13,0.00032304733418960576,0.6339115193667578
Beer_OriginalExtract_60_KS,Ridge,materialized,7,detrend_d2,14,0.0005677591221692486,0.634765882130331
Beer_OriginalExtract_60_KS,Ridge,materialized,7,detrend_d2,15,0.0009978426895706847,0.636266466741332
Beer_OriginalExtract_60_KS,Ridge,materialized,7,detrend_d2,16,0.0017537191288541595,0.638900715336178
Beer_OriginalExtract_60_KS,Ridge,materialized,7,detrend_d2,17,0.0030821800019722773,0.6435207329421837
Beer_OriginalExtract_60_KS,Ridge,materialized,7,detrend_d2,18,0.005416964101181233,0.6516090256045538
Beer_OriginalExtract_60_KS,Ridge,materialized,7,detrend_d2,19,0.00952037196228301,0.6657204279067359
Beer_OriginalExtract_60_KS,Ridge,materialized,7,detrend_d2,20,0.016732154876282067,0.690173226233003
Beer_OriginalExtract_60_KS,Ridge,materialized,7,detrend_d2,21,0.029406939971781607,0.7319872800474464
Beer_OriginalExtract_60_KS,Ridge,materialized,7,detrend_d2,22,0.05168300944487328,0.8017455503381111
Beer_OriginalExtract_60_KS,Ridge,materialized,7,detrend_d2,23,0.09083343822383541,0.9133112094963478
Beer_OriginalExtract_60_KS,Ridge,materialized,7,detrend_d2,24,0.15964073277048185,1.0804494568143046
Beer_OriginalExtract_60_KS,Ridge,materialized,7,detrend_d2,25,0.2805702840037266,1.3087845062579198
Beer_OriginalExtract_60_KS,Ridge,materialized,7,detrend_d2,26,0.4931052551550763,1.585486009593488
Beer_OriginalExtract_60_KS,Ridge,materialized,7,detrend_d2,27,0.8666377251067803,1.876364591306611
Beer_OriginalExtract_60_KS,Ridge,materialized,7,detrend_d2,28,1.5231250097751505,2.139595712758954
Beer_OriginalExtract_60_KS,Ridge,materialized,7,detrend_d2,29,2.6769083876618875,2.347109865475696
Beer_OriginalExtract_60_KS,Ridge,materialized,7,detrend_d2,30,4.70469493307868,2.4934642766411583
Beer_OriginalExtract_60_KS,Ridge,materialized,7,detrend_d2,31,8.268551331586274,2.588716047249136
Beer_OriginalExtract_60_KS,Ridge,materialized,7,detrend_d2,32,14.53206681742012,2.647493408837885
Beer_OriginalExtract_60_KS,Ridge,materialized,7,detrend_d2,33,25.540261832715586,2.6825756157306997
Beer_OriginalExtract_60_KS,Ridge,materialized,7,detrend_d2,34,44.88728153257109,2.7030995018931008
Beer_OriginalExtract_60_KS,Ridge,materialized,7,detrend_d2,35,78.88987421434186,2.714965754924213
Beer_OriginalExtract_60_KS,Ridge,materialized,7,detrend_d2,36,138.64979212516369,2.7217797052848463
Beer_OriginalExtract_60_KS,Ridge,materialized,7,detrend_d2,37,243.6784827938841,2.7256771193856295
Beer_OriginalExtract_60_KS,Ridge,materialized,7,detrend_d2,38,428.2675225587463,2.7279013320601173
Beer_OriginalExtract_60_KS,Ridge,materialized,7,detrend_d2,39,752.6847211772348,2.729169035589517
Beer_OriginalExtract_60_KS,Ridge,materialized,7,detrend_d2,40,1322.8513946348603,2.7298910414646302
Beer_OriginalExtract_60_KS,Ridge,materialized,7,detrend_d2,41,2324.9253811747426,2.7303020798794293
Beer_OriginalExtract_60_KS,Ridge,materialized,7,detrend_d2,42,4086.0810594091813,2.730536028687804
Beer_OriginalExtract_60_KS,Ridge,materialized,7,detrend_d2,43,7181.33087592958,2.7306691662160687
Beer_OriginalExtract_60_KS,Ridge,materialized,7,detrend_d2,44,12621.26531504399,2.7307449273897597
Beer_OriginalExtract_60_KS,Ridge,materialized,7,detrend_d2,45,22182.00789030104,2.730788036976981
Beer_OriginalExtract_60_KS,Ridge,materialized,7,detrend_d2,46,38985.11454781701,2.7308125665621654
Beer_OriginalExtract_60_KS,Ridge,materialized,7,detrend_d2,47,68516.75302896941,2.730826523828977
Beer_OriginalExtract_60_KS,Ridge,materialized,7,detrend_d2,48,120418.9214289653,2.730834465411457
Beer_OriginalExtract_60_KS,Ridge,materialized,7,detrend_d2,49,211637.53384496146,2.7308389840928995
Beer_OriginalExtract_60_KS,Ridge,materialized,8,fd_d1,0,2.1163753384496148e-07,3.0796332966872213
Beer_OriginalExtract_60_KS,Ridge,materialized,8,fd_d1,1,3.719552143505856e-07,3.0796311344570735
Beer_OriginalExtract_60_KS,Ridge,materialized,8,fd_d1,2,6.537152411912949e-07,3.079627334369258
Beer_OriginalExtract_60_KS,Ridge,materialized,8,fd_d1,3,1.1489114820232145e-06,3.07962065584332
Beer_OriginalExtract_60_KS,Ridge,materialized,8,fd_d1,4,2.0192241366734657e-06,3.0796089187843183
Beer_OriginalExtract_60_KS,Ridge,materialized,8,fd_d1,5,3.5488078741668627e-06,3.0795882923884537
Beer_OriginalExtract_60_KS,Ridge,materialized,8,fd_d1,6,6.2370675444166e-06,3.0795520462508974
Beer_OriginalExtract_60_KS,Ridge,materialized,8,fd_d1,7,1.0961712477249167e-05,3.079488358633333
Beer_OriginalExtract_60_KS,Ridge,materialized,8,fd_d1,8,1.9265326145368768e-05,3.079376474371689
Beer_OriginalExtract_60_KS,Ridge,materialized,8,fd_d1,9,3.385901539177837e-05,3.079179982882362
Beer_OriginalExtract_60_KS,Ridge,materialized,8,fd_d1,10,5.950757929817246e-05,3.0788350981576356
Beer_OriginalExtract_60_KS,Ridge,materialized,8,fd_d1,11,0.0001045852028759271,3.0782303493001706
Beer_OriginalExtract_60_KS,Ridge,materialized,8,fd_d1,12,0.00018380960525703574,3.077171768634349
Beer_OriginalExtract_60_KS,Ridge,materialized,8,fd_d1,13,0.00032304733418960576,3.0753243856033023
Beer_OriginalExtract_60_KS,Ridge,materialized,8,fd_d1,14,0.0005677591221692486,3.0721174090784835
Beer_OriginalExtract_60_KS,Ridge,materialized,8,fd_d1,15,0.0009978426895706847,3.0666009713830986
Beer_OriginalExtract_60_KS,Ridge,materialized,8,fd_d1,16,0.0017537191288541595,3.0572598068620107
Beer_OriginalExtract_60_KS,Ridge,materialized,8,fd_d1,17,0.0030821800019722773,3.041855565088955
Beer_OriginalExtract_60_KS,Ridge,materialized,8,fd_d1,18,0.005416964101181233,3.0175330541241006
Beer_OriginalExtract_60_KS,Ridge,materialized,8,fd_d1,19,0.00952037196228301,2.9816651550482205
Beer_OriginalExtract_60_KS,Ridge,materialized,8,fd_d1,20,0.016732154876282067,2.9338576156195
Beer_OriginalExtract_60_KS,Ridge,materialized,8,fd_d1,21,0.029406939971781607,2.8783736979279677
Beer_OriginalExtract_60_KS,Ridge,materialized,8,fd_d1,22,0.05168300944487328,2.8242514425228356
Beer_OriginalExtract_60_KS,Ridge,materialized,8,fd_d1,23,0.09083343822383541,2.781046934220199
Beer_OriginalExtract_60_KS,Ridge,materialized,8,fd_d1,24,0.15964073277048185,2.753221534212988
Beer_OriginalExtract_60_KS,Ridge,materialized,8,fd_d1,25,0.2805702840037266,2.7387889829289493
Beer_OriginalExtract_60_KS,Ridge,materialized,8,fd_d1,26,0.4931052551550763,2.7327477113847287
Beer_OriginalExtract_60_KS,Ridge,materialized,8,fd_d1,27,0.8666377251067803,2.730759414136185
Beer_OriginalExtract_60_KS,Ridge,materialized,8,fd_d1,28,1.5231250097751505,2.7303371242897247
Beer_OriginalExtract_60_KS,Ridge,materialized,8,fd_d1,29,2.6769083876618875,2.730389229672395
Beer_OriginalExtract_60_KS,Ridge,materialized,8,fd_d1,30,4.70469493307868,2.730527904592621
Beer_OriginalExtract_60_KS,Ridge,materialized,8,fd_d1,31,8.268551331586274,2.7306451190018293
Beer_OriginalExtract_60_KS,Ridge,materialized,8,fd_d1,32,14.53206681742012,2.7307248140960008
Beer_OriginalExtract_60_KS,Ridge,materialized,8,fd_d1,33,25.540261832715586,2.7307744840690176
Beer_OriginalExtract_60_KS,Ridge,materialized,8,fd_d1,34,44.88728153257109,2.730804167452337
Beer_OriginalExtract_60_KS,Ridge,materialized,8,fd_d1,35,78.88987421434186,2.73082152128434
Beer_OriginalExtract_60_KS,Ridge,materialized,8,fd_d1,36,138.64979212516369,2.7308315464811055
Beer_OriginalExtract_60_KS,Ridge,materialized,8,fd_d1,37,243.6784827938841,2.7308372997413484
Beer_OriginalExtract_60_KS,Ridge,materialized,8,fd_d1,38,428.2675225587463,2.730840589177391
Beer_OriginalExtract_60_KS,Ridge,materialized,8,fd_d1,39,752.6847211772348,2.7308424659773616
Beer_OriginalExtract_60_KS,Ridge,materialized,8,fd_d1,40,1322.8513946348603,2.730843535521168
Beer_OriginalExtract_60_KS,Ridge,materialized,8,fd_d1,41,2324.9253811747426,2.7308441446180067
Beer_OriginalExtract_60_KS,Ridge,materialized,8,fd_d1,42,4086.0810594091813,2.730844491361041
Beer_OriginalExtract_60_KS,Ridge,materialized,8,fd_d1,43,7181.33087592958,2.7308446887098725
Beer_OriginalExtract_60_KS,Ridge,materialized,8,fd_d1,44,12621.26531504399,2.7308448010170685
Beer_OriginalExtract_60_KS,Ridge,materialized,8,fd_d1,45,22182.00789030104,2.7308448649243005
